sociedad_sap,fondo_sap,centro_gestor_sap,pospre_sap,cuenta_sap,acreedor_sap,contrato_sap,proveedor,rfc_proveedor,lugar_servicio_nombre,numero_contrato,nombre_contrato,plurianual,tipo_entrega,moneda_documento,numero_oficio_tramite,fecha_oficio_tramite,numero_factura,fecha_factura,periodo_contable,estimado,concepto,importe_moneda_original,iva_moneda_original,total_moneda_original,numero_documento_pasivo,fecha_contable_pasivo,tc_contable_pasivo,importe_pasivo_mxn,iva_pasivo_mxn,total_pasivo_mxn
N000,A01,N306,2280,453658,4326979,800912796,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA-INTERCONEXION ENCINO,,Servicio,USD,SREN-FP-203/2023,,1044 FE,,8,false,CFT,"$447,053.49","$71,528.56","$518,582.05",180003652,08/09/2023,17.175,"$7,678,143.69","$1,228,502.99","$8,906,646.68"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-203/2023,,1045 FE,,8,false,CVT,"$4,181.03",$668.96,"$4,849.99",180003658,08/09/2023,17.175,"$71,809.19","$11,489.47","$83,298.66"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-203/2023,,1046 FE,,8,false,CVT,$741.30,$118.61,$859.91,180003659,08/09/2023,17.175,"$12,731.83","$2,037.09","$14,768.92"
N000,A01,N306,2280,453658,4326979,800912792,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-203/2023,,1047 FE,,8,false,CFT,"$4,722,396.00","$755,583.36","$5,477,979.36",180003660,08/09/2023,17.175,"$81,107,151.30","$12,977,144.21","$94,084,295.51"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-203/2023,,1048 FE,,8,false,CVT,"$2,820.98",$451.36,"$3,272.34",180003661,08/09/2023,17.175,"$48,450.33","$7,752.05","$56,202.38"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-203/2023,,1049 FE,,8,false,CVT,"$6,493.33","$1,038.93","$7,532.26",180003663,08/09/2023,17.175,"$111,522.94","$17,843.67","$129,366.61"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-210/2023,,1052 FE,,8,false,CVT,"$1,699.70",$271.95,"$1,971.65",180003882,20/09/2023,17.1235,"$29,104.81","$4,656.77","$33,761.58"
N000,A01,N306,2280,453658,4326979,800912796,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA-INTERCONEXION ENCINO,,Servicio,USD,SREN-FP-225/2023,,1058 FE,,9,false,CFT,"$447,053.49","$71,528.56","$518,582.05",180004243,09/10/2023,18.017,"$8,054,562.73","$1,288,730.04","$9,343,292.77"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-225/2023,,1059 FE,,9,false,CVT,"$4,112.84",$658.05,"$4,770.89",180004245,09/10/2023,18.017,"$74,101.04","$11,856.17","$85,957.20"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-225/2023,,1060 FE,,9,false,CVT,$699.72,$111.96,$811.68,180004247,09/10/2023,18.017,"$12,606.86","$2,017.10","$14,623.95"
N000,A01,N306,2280,453658,4326979,800912792,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-225/2023,,1061 FE,,9,false,CFT,"$4,722,396.00","$755,583.36","$5,477,979.36",180004248,09/10/2023,18.017,"$85,083,408.73","$13,613,345.40","$98,696,754.13"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-225/2023,,1062 FE,,9,false,CVT,"$2,683.78",$429.40,"$3,113.18",180004249,09/10/2023,18.017,"$48,353.66","$7,736.59","$56,090.25"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-225/2023,,1063 FE,,9,false,CVT,"$5,749.78",$919.96,"$6,669.74",180004250,09/10/2023,18.017,"$103,593.79","$16,575.01","$120,168.79"
N000,A01,N306,2280,453658,4326979,800912796,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA-INTERCONEXION ENCINO,,Servicio,USD,SREN-FP-242/2023,,1071 FE,,10,false,CFT,"$447,053.49","$71,528.56","$518,582.05",180004945,07/11/2023,17.4117,"$7,783,961.25","$1,245,433.80","$9,029,395.05"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-242/2023,,1072 FE,,10,false,CVT,"$2,668.44",$426.95,"$3,095.39",180004947,07/11/2023,17.4117,"$46,462.08","$7,433.93","$53,896.01"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-242/2023,,1073 FE,,10,false,CVT,$671.27,$107.40,$778.67,180004949,07/11/2023,17.4117,"$11,687.95","$1,870.07","$13,558.02"
N000,A01,N306,2280,453658,4326979,800912792,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-242/2023,,1074 FE,,10,false,CFT,"$4,722,396.00","$755,583.36","$5,477,979.36",180004951,07/11/2023,17.4117,"$82,224,942.43","$13,155,990.79","$95,380,933.22"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-242/2023,,1075 FE,,10,false,CVT,"$2,665.62",$426.50,"$3,092.12",180004952,07/11/2023,17.4117,"$46,412.98","$7,426.08","$53,839.05"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-242/2023,,1076 FE,,10,false,CVT,"$3,845.42",$615.27,"$4,460.69",180004953,07/11/2023,17.4117,"$66,955.30","$10,712.85","$77,668.15"
N000,A01,N306,2280,453658,4326979,800912796,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA-INTERCONEXION ENCINO,,Servicio,USD,SREN-FP-269/2023,,1084 FE,,11,false,CFT,"$447,053.49","$71,528.56","$518,582.05",180005757,11/12/2023,17.406,"$7,781,413.05","$1,245,026.09","$9,026,439.13"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-269/2023,,1085 FE,,11,false,CVT,"$2,627.10",$420.34,"$3,047.44",180005752,11/12/2023,17.406,"$45,727.30","$7,316.37","$53,043.67"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-269/2023,,1086 FE,,11,false,CVT,$621.54,$99.45,$720.99,180005753,11/12/2023,17.406,"$10,818.53","$1,730.96","$12,549.49"
N000,A01,N306,2280,453658,4326979,800912792,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-269/2023,,1087 FE,,11,false,CFT,"$4,722,396.00","$755,583.36","$5,477,979.36",180005756,11/12/2023,17.406,"$82,198,024.78","$13,151,683.96","$95,349,708.74"
N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,Servicio,USD,SREN-FP-269/2023,,1088 FE,,11,false,CVT,"$2,565.19",$410.43,"$2,975.62",180005754,11/12/2023,17.406,"$44,649.70","$7,143.95","$51,793.65"
